City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Lorengau,-2.0226,147.2712,81.45,81,100,7.92,PG,1614885527
Ust-Kuyga,70.0167,135.6,-21.44,96,100,3.67,RU,1614885527
Mount Gambier,-37.8333,140.7667,53.6,87,75,6.91,AU,1614885528
Mundo Nuevo (Ojo de Agua),18.7,-95.5,75.63,79,100,9.95,MX,1614885528
Oktyabr'skoye,43.0645,44.7417,32.0,74,0,6.71,RU,1614885528
Suşehri,40.1644,38.0867,28.38,85,0,1.14,TR,1614885528
Mirpur Mathelo,28.0227,69.5489,75.99,15,70,5.5,PK,1614885528
Lompoc,34.6391,-120.4579,60.8,55,20,9.22,US,1614885244
Taoudenni,22.6783,-3.9836,75.97,17,0,10.4,ML,1614885529
Erenhot,43.6475,111.9767,18.21,73,44,17.25,CN,1614885529
Zelenoborskiy,66.845,32.3622,14.0,86,48,7.74,RU,1614885529
Latung,5.5,120.8833,81.72,74,0,6.71,PH,1614885529
Bulawayo,-20.15,28.5833,64.8,64,1,6.08,ZW,1614885530
Langsa,4.4683,97.9683,75.51,88,14,1.68,ID,1614885530
Bidor,4.1139,101.2884,78.8,94,20,1.14,MY,1614885530
Rudnogorsk,57.2639,103.7519,-13.04,91,100,3.11,RU,1614885531
Salinópolis,-0.6136,-47.3561,82.29,78,100,8.32,BR,1614885531
Peniche,39.3558,-9.3811,57.0,88,100,10.0,PT,1614885307
Largo,27.9095,-82.7873,72.0,56,0,12.66,US,1614885525
Palmer,42.1584,-72.3287,37.0,41,75,17.27,US,1614885533
Garoowe,8.4054,48.4845,70.5,72,93,16.44,SO,1614885534
Inuvik,68.3499,-133.7218,-13.0,70,81,5.75,CA,1614885534
Buckeye,33.3703,-112.5838,69.01,38,0,1.01,US,1614885373
San Juan,-31.5375,-68.5364,92.48,23,0,7.56,AR,1614885405
Ngunguru,-35.6167,174.5,57.0,97,0,1.99,NZ,1614885535
Fairlie,55.756,-4.8556,39.99,60,90,11.5,GB,1614885536
Lenauheim,45.8719,20.7994,48.99,100,0,5.75,RO,1614885536
Bangassou,4.7413,22.8184,78.82,23,0,1.7,CF,1614885536
Kisangani,0.5167,25.2,81.45,48,54,2.13,CD,1614885537
Kiryat Gat,31.61,34.7642,54.0,100,11,4.85,IL,1614885537
Samarai,-10.6167,150.6667,81.34,75,100,11.03,PG,1614885537
Keetmanshoop,-26.5833,18.1333,84.2,26,81,4.61,NA,1614885538
Havelock,34.8791,-76.9013,69.01,24,1,11.5,US,1614885363
Poanas,25.7667,-103.6167,84.2,14,40,3.62,MX,1614885538
Bria,6.5423,21.9863,81.18,20,0,2.17,CF,1614885538
Nara,34.6851,135.8049,52.0,76,100,7.7,JP,1614885539
Clyde River,70.4692,-68.5914,-18.4,76,20,10.36,CA,1614885460
Sabalgarh,26.25,77.4,70.99,20,0,3.85,IN,1614885585
Merauke,-8.4667,140.3333,77.54,90,100,14.03,ID,1614885585
Santa Cruz de la Sierra,-17.8,-63.1667,86.0,65,75,8.05,BO,1614885401
Tromsø,69.6496,18.957,25.0,93,90,2.3,NO,1614885522
Buala,-8.145,159.5921,77.31,84,100,4.9,SB,1614885586
Tuatapere,-46.1333,167.6833,55.0,79,100,4.47,NZ,1614885587
Monrovia,6.3005,-10.7969,80.6,83,40,7.34,LR,1614885587
College,64.8569,-147.8028,-0.99,71,75,4.61,US,1614885587
Haines Junction,60.7522,-137.5108,19.4,63,100,4.61,CA,1614885587
Narrabri,-30.3167,149.7833,55.4,82,0,2.62,AU,1614885588
Priyutnoye,46.1011,43.5072,35.17,75,0,10.85,RU,1614885589
Ewo,-0.8725,14.8206,84.42,57,84,6.82,CG,1614885589
Chapleau,47.8405,-83.4034,14.0,44,1,10.36,CA,1614885589
Oistins,13.0667,-59.5333,82.4,61,40,18.41,BB,1614885589
Pitanga,-24.7572,-51.7614,68.31,98,100,5.14,BR,1614885590
Bulgan,48.8125,103.5347,5.61,84,0,1.66,MN,1614885590
Lokosovo,61.1333,74.8167,21.25,96,100,5.93,RU,1614885590
Xining,36.6167,101.7667,30.88,72,100,1.95,CN,1614885590
Emirdağ,39.0197,31.15,35.92,78,0,2.04,TR,1614885592
Naze,28.3667,129.4833,63.19,85,73,15.23,JP,1614885592
Suntar,62.1444,117.6319,-25.89,83,37,6.38,RU,1614885592
Bandarbeyla,9.4942,50.8122,76.62,79,100,13.65,SO,1614885592
Sawtell,-30.3833,153.1,66.99,72,0,12.66,AU,1614885593
Ucluelet,48.9329,-125.5528,45.0,93,90,24.16,CA,1614885311
Fortuna,40.5982,-124.1573,57.0,58,100,4.0,US,1614885593
Araouane,18.9048,-3.5265,80.17,15,100,11.16,ML,1614885594
Lakatoro,-16.0999,167.4164,77.56,90,100,13.67,VU,1614885594
Jasper,37.2001,-94.3502,69.8,24,1,11.5,US,1614885307
Liku,-0.7275,119.8922,74.7,84,98,2.13,ID,1614885594
Krasnosel'kup,65.7,82.4667,9.46,95,99,11.27,RU,1614885594
Ponta do Sol,32.6667,-17.1,61.0,72,98,3.0,PT,1614885595
Smithers,54.7804,-127.1743,39.2,60,75,4.61,CA,1614885316
Rumoi,43.9344,141.6428,36.14,84,100,10.33,JP,1614885595
Cayenne,4.9333,-52.3333,86.0,66,75,11.5,GF,1614885596
Moose Factory,51.2585,-80.6094,5.0,39,1,16.11,CA,1614885596
Kavieng,-2.5744,150.7967,82.49,77,99,10.2,PG,1614885596
Indramayu,-6.3264,108.32,78.71,82,100,5.84,ID,1614885596
Suicheng,33.8963,117.9331,47.75,74,99,5.14,CN,1614885597
Sawang Daen Din,17.4753,103.4575,75.0,82,0,1.23,TH,1614885597
Hofn,64.2539,-15.2082,39.74,72,0,4.92,IS,1614885598
Ust'-Kulom,61.6864,53.6902,12.31,96,92,3.98,RU,1614885598
Atambua,-9.1061,124.8925,73.47,88,8,1.61,ID,1614885598
Malé,4.1748,73.5089,84.2,74,40,16.11,MV,1614885309
Kenai,60.5544,-151.2583,14.0,71,1,4.61,US,1614885418
Puerto Carreño,6.189,-67.4859,95.02,33,100,5.59,CO,1614885598
Togur,58.3631,82.8265,28.87,97,100,15.55,RU,1614885599
Ilulissat,69.2167,-51.1,26.6,68,40,9.22,GL,1614885599
Dargaville,-35.9333,173.8833,59.94,91,17,3.2,NZ,1614885599
Tianmen,30.6516,113.1603,54.07,77,100,7.0,CN,1614885645
Vyazemskiy,47.5378,134.7525,32.0,99,100,6.29,RU,1614885645
Āwash,8.9833,40.1667,76.46,24,6,5.28,ET,1614885645
Sobolevo,54.4299,31.8996,27.64,90,100,6.85,RU,1614885646
Ekhabi,53.5102,142.9671,-6.11,91,100,11.79,RU,1614885646
Huarmey,-10.0681,-78.1522,77.79,71,77,9.08,PE,1614885646
Tura,25.5198,90.2201,65.19,27,0,2.28,IN,1614885647
Kabanjahe,3.1001,98.4908,77.0,94,40,2.57,ID,1614885647
Chimoré,-16.9833,-65.1333,91.24,54,55,2.06,BO,1614885647
Ciuperceni,43.7667,24.95,51.8,54,1,6.4,RO,1614885647
Dandong,40.1292,124.3947,38.55,95,100,5.7,CN,1614885648
Nanortalik,60.1432,-45.2371,37.99,86,99,13.82,GL,1614885648
Kīhei,20.785,-156.4656,73.4,64,20,9.22,US,1614885509
Kumul,42.8,93.45,36.7,66,51,8.55,CN,1614885649
Sioux Lookout,50.1001,-91.917,33.8,44,75,3.44,CA,1614885649
Wakefield,53.6809,-1.499,39.99,77,100,9.28,GB,1614885649
Rome,43.2128,-75.4557,28.99,46,1,19.57,US,1614885555
Resistencia,-27.4606,-58.9839,86.0,61,40,8.05,AR,1614885650
Lagoa,39.05,-27.9833,57.65,65,100,9.1,PT,1614885650
Tiznit Province,29.5833,-9.5,56.26,78,27,6.73,MA,1614885650
Veinticinco de Mayo,-35.4323,-60.1727,90.0,39,43,4.0,AR,1614885651
Aberdeen,57.1437,-2.0981,37.4,81,90,6.91,GB,1614885467
Zadar,44.1197,15.2422,41.0,87,0,3.44,HR,1614885651
Dunedin,-45.8742,170.5036,57.99,53,100,1.99,NZ,1614885651
Bar Harbor,44.3876,-68.2039,35.01,37,1,13.8,US,1614885652
Beloha,-25.1667,45.05,74.88,85,0,5.77,MG,1614885652
Isabela,6.7085,121.9711,77.0,83,40,1.14,PH,1614885652
Vila Velha,-20.3297,-40.2925,88.0,58,20,17.27,BR,1614885495
Deputatsky,69.3,139.9,-24.83,86,100,9.44,RU,1614885653
Forrest City,35.0081,-90.7898,69.8,30,1,1.66,US,1614885653
Sur,22.5667,59.5289,77.95,44,0,5.28,OM,1614885653
Maxixe,-23.8597,35.3472,78.8,83,20,5.53,MZ,1614885455
Sangar,63.9242,127.4739,-39.55,81,93,6.06,RU,1614885654
Mananjary,-21.2167,48.3333,75.09,93,100,7.94,MG,1614885654
Safaga,26.7292,33.9365,62.6,39,0,10.36,EG,1614885654
San Quintín,30.4833,-115.95,60.76,64,100,6.93,MX,1614885655
Mahenge,-8.6833,36.7167,65.64,100,100,1.21,TZ,1614885655
Yulara,-25.2406,130.9889,82.4,24,10,10.36,AU,1614885655
Benguela,-12.5763,13.4055,77.18,84,42,5.7,AO,1614885655
Winton,37.3894,-120.6133,57.99,67,1,5.55,US,1614885655
La Ronge,55.1001,-105.2842,28.4,69,100,3.44,CA,1614885656
San Cristobal,7.7669,-72.225,87.8,51,20,11.5,VE,1614885656
Balkhash,46.844,74.9804,29.34,97,100,4.54,KZ,1614885656
Takoradze,4.8845,-1.7554,81.09,85,53,9.73,GH,1614885656
Dicabisagan,17.0818,122.4157,74.8,87,24,1.77,PH,1614885657
Manono,-7.3,27.4167,72.57,84,100,1.36,CD,1614885657
Byron Bay,-28.65,153.6167,59.0,94,0,4.54,AU,1614885602
Magdalena,14.1999,121.429,78.8,78,20,3.44,PH,1614885705
Isangel,-19.55,169.2667,78.8,94,90,20.71,VU,1614885705
Māndal,25.45,74.5667,72.3,21,0,8.05,IN,1614885706
Healdsburg,38.6105,-122.8692,59.0,62,75,6.91,US,1614885408
Port-Cartier,50.0334,-66.8654,19.99,45,90,17.27,CA,1614885707
Aykhal,66.0,111.5,-31.99,78,41,7.09,RU,1614885707
Enid,36.3956,-97.8784,71.6,30,1,17.27,US,1614885432
Chapais,49.7834,-74.8492,1.4,78,90,14.97,CA,1614885708
Mount Isa,-20.7333,139.5,73.4,16,36,10.36,AU,1614885708
Alpena,45.0617,-83.4327,25.0,46,1,17.27,US,1614885709
Soni,-4.85,38.3667,65.21,91,100,3.56,TZ,1614885710
Alihe,50.5667,123.7167,-13.59,84,0,5.5,CN,1614885710
São João da Barra,-21.6403,-41.0511,86.0,58,0,16.11,BR,1614885710
Bodden Town,19.2833,-81.25,84.2,58,20,8.05,KY,1614885711
Chui,-33.6971,-53.4616,75.63,81,100,10.76,UY,1614885689
Cuamba,-14.8031,36.5372,70.92,95,100,3.22,MZ,1614885711
Gizo Government Station,-8.103,156.8419,82.09,78,99,17.49,SB,1614885711
Mozarlândia,-14.7447,-50.5706,84.06,67,87,3.94,BR,1614885712
Vestmannaeyjar,63.4427,-20.2734,41.0,81,75,6.91,IS,1614885713
Macusani,-14.0833,-70.4333,50.58,57,88,11.86,PE,1614885713
Novyy Urgal,51.0736,132.5642,4.42,85,100,4.76,RU,1614885714
Wuwei,37.9281,102.6414,34.2,71,0,0.67,CN,1614885714
Grand Gaube,-20.0064,57.6608,77.0,82,27,1.01,MU,1614885717
Boguchany,58.3814,97.4531,9.01,94,100,7.25,RU,1614885718
Corner Brook,48.9667,-57.9484,24.8,80,90,26.46,CA,1614885718
Arman',59.7,150.1667,-19.07,79,1,3.89,RU,1614885719
Magadan,59.5667,150.8,-20.9,86,21,2.35,RU,1614885719
Gobabis,-22.45,18.9667,72.23,40,0,9.86,NA,1614885719
Hualmay,-11.0964,-77.6139,78.31,64,100,8.97,PE,1614885720
Caohai,26.8661,104.2841,41.65,89,35,4.41,CN,1614885720
Karaton,-6.3424,106.1045,81.0,83,20,4.61,ID,1614885721
Bryan,30.6744,-96.37,72.0,32,1,8.05,US,1614885721
Boa Viagem,-5.1275,-39.7322,86.31,56,77,8.1,BR,1614885723
Lixouri,38.2019,20.4314,53.6,87,20,3.96,GR,1614885723
Pathein,16.7833,94.7333,71.11,87,0,5.91,MM,1614885723
Paragominas,-2.9667,-47.4833,80.67,89,100,3.53,BR,1614885723
Broken Hill,-31.95,141.4333,59.0,44,55,10.36,AU,1614885723
Abashiri,44.0213,144.2697,36.0,67,100,7.0,JP,1614885724
Methóni,36.8197,21.7049,55.99,76,0,4.61,GR,1614885724
Ndendé,-2.4008,11.3581,75.81,91,100,3.47,GA,1614885437
San Luis Río Colorado,32.4631,-114.7767,66.99,39,20,5.75,MX,1614885725
Tygda,53.1167,126.3333,-15.3,79,0,11.21,RU,1614885725
Luebo,-5.35,21.4167,77.04,68,35,0.83,CD,1614885725
Miles City,46.4083,-105.8406,51.8,35,1,4.61,US,1614885726
Ternate,0.8,127.4,80.04,79,100,6.67,ID,1614885765
Ikalamavony,-21.15,46.5833,68.94,91,100,2.64,MG,1614885765
Acaraú,-2.8856,-40.12,83.93,68,97,15.9,BR,1614885766
Taunggyi,20.7833,97.0333,56.08,38,0,3.71,MM,1614885766
Vallenar,-28.5708,-70.7581,86.67,36,0,10.42,CL,1614885540
Gigmoto,13.7796,124.39,77.7,79,66,8.39,PH,1614885767
Hede,33.7681,120.2517,42.67,91,0,4.23,CN,1614885767
Ola,59.5833,151.2833,-18.71,91,60,2.59,RU,1614885767
Coahuayana Viejo,18.7333,-103.6833,86.0,30,1,9.22,MX,1614885767
Saint-Pierre,-21.3393,55.4781,78.8,78,90,5.75,RE,1614885768
Province of Mantua,45.1667,10.7833,52.0,76,21,1.01,IT,1614885768
Waingapu,-9.6567,120.2641,78.22,78,97,4.94,ID,1614885768
Kysyl-Syr,63.8986,122.7617,-33.25,82,1,5.3,RU,1614885769
Umluj,25.0213,37.2685,66.2,47,0,15.68,SA,1614885769
Harper,4.375,-7.7169,80.55,85,25,8.84,LR,1614885769
Griffith,41.5284,-87.4237,37.0,64,90,13.8,US,1614885769
Olafsvik,64.8945,-23.7142,41.11,89,99,12.37,IS,1614885769
Florence,43.7667,11.25,52.0,76,0,2.3,IT,1614885682
Rahā,26.2333,92.5167,66.11,41,0,2.62,IN,1614885682
Fort Nelson,58.8053,-122.7002,6.8,72,90,2.3,CA,1614885771
Bordighera,43.7806,7.6645,53.6,87,40,5.75,IT,1614885771
Ukiah,39.1502,-123.2078,54.0,58,75,8.05,US,1614885547
Ajmer,26.45,74.6333,67.05,23,1,6.11,IN,1614885744
Manavālakurichi,8.1333,77.3,82.4,65,20,7.67,IN,1614885772
Nizhniy Baskunchak,48.2198,46.8311,34.47,83,0,18.88,RU,1614885772
São Filipe,14.8961,-24.4956,71.6,72,65,14.81,CV,1614885772
Mayumba,-3.432,10.6554,80.89,86,100,6.51,GA,1614885774
Libertador General San Martín,-23.8064,-64.7876,86.0,67,10,1.01,AR,1614885774
Tacuarembó,-31.7333,-55.9833,74.21,86,100,3.22,UY,1614885774
Kupang,-10.1667,123.5833,78.42,83,12,1.34,ID,1614885775
Point Fortin,10.1833,-61.6833,80.01,89,6,5.99,TT,1614885775
Doka,13.5167,35.7667,84.16,24,0,14.05,SD,1614885775
Panabá,21.2833,-88.2667,81.5,62,95,12.93,MX,1614885775
Weligama,5.9667,80.4167,74.14,77,0,7.56,LK,1614885689
Klin,56.3333,36.7333,28.4,64,0,6.71,RU,1614885765
Jonesboro,35.8423,-90.7043,69.01,34,1,6.91,US,1614885545
Manali,13.1667,80.2667,75.2,78,20,2.77,IN,1614885778
Mehamn,71.0357,27.8492,26.6,59,40,23.02,NO,1614885778
Gwanda,-20.9333,29.0,69.51,54,0,5.19,ZW,1614885778
Bonthe,7.5264,-12.505,80.82,80,56,9.24,SL,1614885779
Bilma,18.6853,12.9164,74.32,10,0,8.75,NE,1614885779
Ovsyanka,55.9575,92.5519,23.0,58,0,11.18,RU,1614885779
Tawang Town,27.5833,91.8667,32.86,90,98,0.18,IN,1614885779
Giohar,2.7809,45.5005,76.14,80,52,16.4,SO,1614885780
Vardø,70.3705,31.1107,24.8,74,75,16.11,NO,1614885780
Anaco,9.4389,-64.4728,88.79,44,97,3.74,VE,1614885781
Faya,18.3851,42.4509,60.8,88,0,5.75,SA,1614885781
Mapastepec,15.4333,-92.9,93.7,35,100,10.13,MX,1614885825
Isesaki,36.3167,139.2,43.0,73,100,4.0,JP,1614885825
Warrnambool,-38.3833,142.4833,53.01,84,100,11.72,AU,1614885827
Broome,42.2506,-75.833,30.0,54,90,14.97,US,1614885827
North Bend,43.4065,-124.2243,59.0,54,90,10.36,US,1614885827
Pierrelatte,44.3776,4.702,54.0,76,90,2.3,FR,1614885827
Progreso,21.2833,-89.6667,81.0,69,75,9.22,MX,1614885828
Nānākuli,21.3906,-158.1547,73.4,64,1,6.91,US,1614885829
Kapoeta,4.7717,33.5903,87.13,27,0,6.85,SS,1614885829
Makubetsu,45.3714,141.8211,36.7,82,93,28.77,JP,1614885830
Tapes,-30.6733,-51.3958,80.29,73,100,5.48,BR,1614885830
Honolulu,21.3069,-157.8583,73.4,60,40,5.75,US,1614885535
Ust'-Karsk,52.7011,118.8077,-20.16,81,5,1.28,RU,1614885830
Taman',45.2117,36.7161,42.8,61,54,17.9,RU,1614885831
Eugene,44.0521,-123.0867,54.0,62,75,4.61,US,1614885669
Shimoda,34.6667,138.95,45.0,88,100,6.62,JP,1614885833
Sendafa,9.15,39.0333,62.6,29,20,13.8,ET,1614885833
Oyama,36.3,139.8,53.01,93,75,1.14,JP,1614885834
Umm Kaddadah,13.6017,26.6876,70.32,21,0,20.78,SD,1614885834
Japura,-0.3167,102.35,74.48,93,62,2.01,ID,1614885835
Pitimbu,-7.4706,-34.8086,82.4,83,75,18.41,BR,1614885835
Ishigaki,24.3448,124.1572,70.21,87,77,15.41,JP,1614885835
Bereket,39.2446,55.5154,45.72,57,0,8.3,TM,1614885836
Corozal,9.3151,-75.2928,94.62,29,28,5.41,CO,1614885672
Ambon City,-3.6954,128.1814,81.01,78,100,7.49,ID,1614885836
Erzin,36.9559,36.2,57.0,68,0,4.18,TR,1614885838
Hamilton,39.1834,-84.5333,52.0,35,1,16.11,US,1614885573
Arlit,18.7369,7.3853,83.84,13,63,9.35,NE,1614885838
Mundra,22.85,69.7333,75.18,60,0,10.63,IN,1614885838
Kawalu,-7.3817,108.2082,74.28,88,100,1.07,ID,1614885839
Igrim,63.1906,64.4162,13.17,97,98,3.38,RU,1614885839
Hue,16.4667,107.6,71.6,94,40,3.44,VN,1614885839
Kushmurun,52.4503,64.6311,14.95,94,0,13.58,KZ,1614885840
Saint-François,46.4154,3.9054,46.4,87,28,2.3,FR,1614885840
Mumford,5.2618,-0.759,81.3,83,58,14.16,GH,1614885840
Shimorskoye,55.3244,42.0267,23.09,96,100,4.12,RU,1614885841
Tieling,42.2931,123.8414,36.21,83,100,5.57,CN,1614885841
Port Hedland,-20.3167,118.5667,77.0,65,0,12.66,AU,1614885841
Dunmanway,51.7167,-9.1167,39.2,87,75,6.91,IE,1614885842
Ponta Delgada,37.7333,-25.6667,59.0,72,20,19.57,PT,1614885842
Sena Madureira,-9.0656,-68.6569,90.0,48,91,3.67,BR,1614885842
Lábrea,-7.2586,-64.7981,82.72,84,100,4.36,BR,1614885722
Okny,47.5404,29.46,46.36,59,9,2.48,UA,1614885842
Nadym,65.5333,72.5167,12.96,96,92,10.69,RU,1614885843
Canavieiras,-15.675,-38.9472,84.2,70,0,8.05,BR,1614885843
Port Angeles,48.1181,-123.4307,48.2,76,1,1.16,US,1614885686
Grootfontein,-19.5667,18.1167,62.6,77,1,3.71,NA,1614885885
Muravlenko,63.7898,74.523,15.03,97,100,10.38,RU,1614885885
Bathsheba,13.2167,-59.5167,82.4,61,40,18.41,BB,1614885886
Khakhea,-24.6895,23.494,77.65,32,7,2.06,BW,1614885886
Atasū,48.6814,71.6433,28.04,98,100,18.39,KZ,1614885886
Misratah,32.3754,15.0925,59.5,67,80,22.06,LY,1614885887
Te Anau,-45.4167,167.7167,47.5,96,100,5.82,NZ,1614885887
Novoblagodarnoye,44.1433,42.875,30.2,74,0,4.47,RU,1614885887
Sambava,-14.2667,50.1667,79.21,85,59,4.9,MG,1614885887
Bubaque,11.2833,-15.8333,78.39,72,11,14.94,GW,1614885888
Mahon,39.8885,4.2658,51.8,82,0,5.75,ES,1614885722
Zhuhai,22.2769,113.5678,68.0,88,40,9.22,CN,1614885888
Nelson Bay,-32.7167,152.15,62.01,88,0,10.36,AU,1614885888
Atbasar,51.8,68.3333,17.42,96,85,13.98,KZ,1614885890
Biak,-0.9131,122.8766,75.94,76,100,3.74,ID,1614885890
Sri Aman,1.2376,111.4621,75.2,94,30,2.3,MY,1614885891
Pailón,-17.65,-62.75,86.0,66,75,11.5,BO,1614885891
Erzurum Province,40.0,41.5,19.4,86,0,1.14,TR,1614885891
Zhangjiakou,40.81,114.8794,40.46,51,100,3.06,CN,1614885751
